datetime_utc,exchange,instrument,direction,setup_grade,h4_bias_notes,h1_trend_notes,pullback_confluences,confirmation_type,entry_price,stop_price,liquidation_price,leverage,risk_pct,position_size,fees_paid,slippage_estimated,funding_paid,exit_distribution,exit_reason,final_r,pnl_usd,rule_compliance,mae_r,mfe_r,bars_held,entry_method,signal_variant
2026-04-02T16:45:00+00:00,hyperliquid,SOL,SHORT,B,H4: price < EMA200; H4: EMA200 falling; H1: EMA20 < EMA50; H1: ADX 27.0 with DI- dominant,,"h1_ema20,prior_hl_flip,fib_zone",micro_structure_shift,79.5931149,80.66231929485612,796.1700000000001,0.5788558605753942,0.0076,72.70505803727774,4.041252847840479,0.0,-0.15708212686177717,[],trailing_stop,0.3000286510371088,23.323197507800373,yes,-0.11773717037230415,1.1177609311649306,8,close,
2026-04-06T23:30:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H4: bullish structure (HH/HL); H1: EMA20 > EMA50; H1: ADX 39.8 with DI+ dominant,,h1_ema50,inside_bar_break,68511.54729999999,68020.4838588375,6580.981425986673,1.1062991350603315,0.0076,0.16190147295021295,7.77721718971479,0.0,-0.12245035418627556,[],trailing_stop,0.3613021912204694,28.724931270362745,yes,-0.13144391251604587,0.6403504591089216,1,close,
2026-04-07T09:15:00+00:00,hyperliquid,SOL,SHORT,B,H4: price < EMA200; H4: EMA200 falling; H4: bullish structure (HH/HL); H1: EMA20 < EMA50; H1: ADX 24.2 with DI- dominant,,h1_ema20,micro_structure_shift,80.28590700000001,80.84688350688893,148.34098774854354,1.1811326766345969,0.0076,147.80035493593357,8.241681172309537,0.0,0.8260070109665051,"[{""level"": ""tp1"", ""qty"": 23.648056789749372, ""price"": 79.487}, {""level"": ""tp2"", ""qty"": 29.560070987186716, ""price"": 78.965}, {""level"": ""reversal_candle"", ""qty"": 94.59222715899747, ""price"": 0}]",reversal_candle,2.120824538050089,175.842921410473,yes,-0.34955652793285186,3.49908949108397,25,close,
2026-04-08T14:15:00+00:00,hyperliquid,SOL,LONG,B,H4: price < EMA200; H4: EMA200 rising; H4: bullish structure (HH/HL); H1: EMA20 > EMA50; H1: ADX 39.4 with DI+ dominant,,"h1_ema20,fib_zone",hammer,83.8771556,83.05809524758894,0.0,0.8027098944358416,0.007600000000000001,97.91095436242676,5.720107143710365,0.0,0.1026561544250221,[],protective_stop,-1.0928888903003808,-87.64420355777048,yes,-0.6607029609075858,0.027890984996116856,1,close,
2026-04-08T15:30:00+00:00,hyperliquid,SOL,LONG,B,H4: price < EMA200; H4: EMA200 rising; H4: bullish structure (HH/HL); H1: EMA20 > EMA50; H1: ADX 37.0 with DI+ dominant,,fib_zone,micro_structure_shift,83.1479369,82.28364378252134,0.0,0.7535307627346117,0.0076,91.92497702965517,5.356547453720494,0.0,0.19108430473989296,[],trailing_stop,0.15266540359480243,12.12928539437284,yes,-0.15380997176954322,0.6595714908189924,7,close,
2026-04-08T15:15:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 45.7 with DI+ dominant,,"h1_ema20,fib_zone",inside_bar_break,71112.3273,70399.53040097206,0.0,0.7813671067528248,0.0076,0.11145229832624967,5.557549225683552,0.0,0.3962816158456755,[],trailing_stop,0.27055434189121536,21.49360871302595,yes,-0.10427556587488773,1.162564962235483,12,close,
2026-04-09T00:15:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H4: bullish structure (HH/HL); H1: EMA20 > EMA50; H1: ADX 38.4 with DI+ dominant,,prior_hl_flip,micro_structure_shift,70980.2877,70518.79966325355,12907.324112309268,1.2223381422982105,0.007599999999999999,0.17525238217133574,8.678453146284028,0.0,0.009481359846954727,[],protective_stop,-1.1379832201459315,-92.03652981528919,yes,-0.832714327134628,0.003710388707085813,3,close,
2026-04-09T14:00:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bullish structure; H1: ADX 22.7 with DI- dominant,,h1_ema50,hammer,70785.2292,70385.94686575288,21150.7454937997,1.426320990737407,0.007599999999999999,0.20321255930151277,10.148717076736732,0.0,0.10584065026571104,"[{""level"": ""tp1"", ""qty"": 0.03251400948824205, ""price"": 71319.0}, {""level"": ""tp2"", ""qty"": 0.04064251186030256, ""price"": 72045.0}, {""level"": ""reversal_candle"", ""qty"": 0.13005603795296816, ""price"": 0}]",trailing_stop,2.6766940561765233,217.184774282744,yes,-0.7268771370695628,5.942588981488581,35,close,
2026-04-10T07:15:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 18.7 with DI+ dominant,,prior_hl_flip,inside_bar_break,2183.95499,2170.2753312675904,482.58569310402925,1.283771394340945,0.007599999999999999,6.0560574749038185,9.362796181202041,0.0,1.7142745788903868,"[{""level"": ""tp1"", ""qty"": 0.968969195984611, ""price"": 2210.1}, {""level"": ""tp2"", ""qty"": 1.2112114949807637, ""price"": 2217.3}, {""level"": ""reversal_candle"", ""qty"": 3.875876783938444, ""price"": 0}]",reversal_candle,3.4698047291244607,287.45527715974885,yes,-0.6253803671089891,5.266579481936298,56,close,
2026-04-11T05:15:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 37.6 with DI+ dominant,,,micro_structure_shift,2230.76903,2219.9313897065526,905.1828561253469,1.6832511643667183,0.007599999999999999,7.990893921710225,12.486746563798313,0.0,0.14989034714622793,[],trailing_stop,0.1397738044309263,12.104751665692856,yes,-0.2647282916129377,0.36271456641503874,1,close,
2026-04-11T05:15:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bearish structure; H1: ADX 32.9 with DI+ dominant,,"h1_ema20,prior_hl_flip,fib_zone",micro_structure_shift,72697.80279999999,72430.63960322374,40391.73726628144,2.2511277584200555,0.007599999999999999,0.32791435721122003,16.683429504406035,0.0,0.2265291866189024,"[{""level"": ""followthrough_exit"", ""qty"": 0.32791435721122003, ""price"": 0}]",followthrough_exit,-0.3113356101609305,-27.27506919098311,yes,-0.2500449193828803,0.4049854220400893,3,close,
2026-04-11T06:30:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 36.2 with DI+ dominant,,fib_zone,inside_bar_break,2231.06912,2220.9796265661535,990.8771797570217,1.7994021276371375,0.007600000000000001,8.528526278175283,13.321155929229986,0.0,0.14493994005642247,[],trailing_stop,-0.09859346182586491,-8.483820474424476,yes,-0.06631849303309537,0.4490691261862869,4,close,
2026-04-14T15:15:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bullish structure; H1: ADX 50.1 with DI+ dominant,,"h1_ema20,fib_zone",micro_structure_shift,2340.60197,2312.9817899625345,0.0,0.6606397667322148,0.0076,2.98227204682062,4.903798362679371,0.0,-0.05038040061761041,[],trailing_stop,0.5508668248845194,45.37539110758982,yes,-0.13403134936044975,1.0498856256789468,3,close,
2026-04-14T20:15:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bullish structure; H1: ADX 37.2 with DI- dominant,,prior_hl_flip,base_break,2319.99579,2294.6048646737627,0.0,0.7080981793829174,0.007600000000000001,3.2384751985111118,5.25216762433125,0.0,-0.43304638189091665,[],trailing_stop,-0.30553580374718725,-25.12356199782617,yes,-0.5236433816085132,0.40976096248249533,8,close,
2026-04-15T13:00:00+00:00,hyperliquid,SOL,SHORT,B,H4: price < EMA200; H4: EMA200 falling; H1: EMA20 < EMA50; H1: bearish structure; H1: ADX 20.2 with DI- dominant,,"h1_ema20,prior_hl_flip,fib_zone",inside_bar_break,83.64889780000001,84.18698434827327,151.0413616149044,1.2420887516283412,0.0076,157.09726189419257,9.195693582702383,0.0,-0.024731386098722337,[],trailing_stop,-0.00657253227549635,-0.55558879482885,yes,-0.2176270720310275,0.8156639511031517,3,close,
2026-04-16T11:15:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bearish structure; H1: ADX 23.0 with DI+ dominant,,"h1_ema50,fib_zone",inside_bar_break,74298.2828,73947.48978288537,31050.971432285765,1.7183562963675738,0.007600000000000001,0.24482379110756708,12.758146622103276,0.0,-0.2794414238443568,"[{""level"": ""tp1"", ""qty"": 0.039171806577210734, ""price"": 74691.0}]",trailing_stop,0.6915758988033184,59.39425076910158,yes,-0.17754857412013034,1.9262561312022761,9,close,
2026-04-17T02:30:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 16.2 with DI+ dominant,,"prior_hl_flip,fib_zone",micro_structure_shift,74585.3689,74166.00386671926,22326.666673586406,1.427416421709232,0.007600000000000001,0.20372619856280474,10.63382077933518,0.0,0.22166304822280078,[],trailing_stop,-0.21651090740165457,-18.497748815642638,yes,-0.20118248615048548,0.5308766404731649,6,close,
2026-04-17T05:15:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H4: bearish structure (LH/LL); H1: EMA20 > EMA50; H1: bearish structure; H1: ADX 11.9 with DI+ dominant,,"prior_hl_flip,fib_zone",micro_structure_shift,2320.3959099999997,2305.9028838232925,504.28997674904207,1.2777829637879718,0.0076,5.851797517130705,9.566767184440664,0.0,-0.13741662419173847,"[{""level"": ""tp1"", ""qty"": 0.9362876027409128, ""price"": 2338.5}, {""level"": ""tp2"", ""qty"": 1.170359503426141, ""price"": 2353.1}, {""level"": ""structure_break"", ""qty"": 3.7451504109636513, ""price"": 0}]",structure_break,1.9716616512004488,167.21712661659467,yes,-0.25501299417645995,3.767611355574485,18,close,
2026-04-17T05:15:00+00:00,hyperliquid,SOL,LONG,A,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 29.4 with DI+ dominant,,"h1_ema20,prior_hl_flip,fib_zone",micro_structure_shift,87.5412545,86.80791696760068,51.28110355793056,2.41602237189775,0.019,293.3437041198699,18.085584555819523,0.0,1.0098668119976895,"[{""level"": ""tp1"", ""qty"": 46.93499265917919, ""price"": 88.343}, {""level"": ""tp2"", ""qty"": 58.66874082397399, ""price"": 89.394}, {""level"": ""structure_break"", ""qty"": 187.73997063671675, ""price"": 0}]",structure_break,1.369708227684259,294.65156288464703,yes,-0.29625444001098244,2.6423650970926458,18,close,
